PID,UR,AltUR,Alias,Merged,Deleted,familyName,givenName,birthdate,sex,streetNo,streetName,shortStreetType,suburb,state,postcode,country,sa1,meshblock,longitude,latitude,mobile,homePhone,businessPhone,email,medicareNo,dvaNo,dvaType,height,weight,waist,hips,married,race,deathDate
20189,10843,304740,,,,CONNELLYJK,KYLELM,1944-11-04,M,27,PELICAN,CR,WULAGI,NT,0812,AUS,70102103006,70013940000,130.89747711,-12.38138819,0491570156,0755502777,0770105988,kylelm.connellyjk@his4ehr.com,51980574332,,,161,76,79,82,S,4,
20190,10848,,,,,LAWSONPQ,MARGARETHI,1965-10-30,F,5,HOWARD,CL,GUNN,NT,0832,AUS,70104104109,70016426600,130.9930337,-12.48594112,0491570158,0755507642,0770106541,margarethi.lawsonpq@his4ehr.com,58913453813,,,162,73.9,77,98,W,4,
20191,10853,308505,,,,SALBIENO,ANTHONYMN,1968-10-29,M,16,HARVEY,ST,DARWIN CITY,NT,0800,AUS,70104104311,70016406000,130.84290313,-12.45580107,0491570156,0755503764,0770101633,anthonymn.salbieno@his4ehr.com,57654661644,,,178,73,74,96,M,4,
20192,10857,306950,,,,ROSELM,LAVERNEMN,1967-10-30,F,12,SITTELLA,RD,HOWARD SPRINGS,NT,0835,AUS,70101100405,70012700000,131.06566688,-12.49188555,0491570158,0755502052,0770105157,lavernemn.roselm@his4ehr.com,57835492721,,,174,87,98,130,S,4,
20193,10861,303017,,,,SECCOMBEJK,JAMESBC,1953-11-02,M,55,MANUNDA,TCE,KARAMA,NT,0812,AUS,70102101903,70007700000,130.92215971,-12.40466812,0491570159,0755505887,0770106898,jamesbc.seccombejk@his4ehr.com,58219453551,,,177,63,72,75,M,4,
20194,10866,307102,,,,BOYDCD,ETHELLM,1941-11-05,F,22604,CALVERT,RD,CALVERT,NT,0862,AUS,70205106710,70018830000,137.25674585,-17.20722751,0491570159,0755507880,0770100545,ethellm.boydcd@his4ehr.com,56285731533,,,163,73,78,99,D,4,
20195,10870,309903,,,,JACQUIERBC,JOHNMN,1969-10-29,M,7,MARTIN,CT,TENNANT CREEK,NT,0860,AUS,70103103401,70016415900,134.19774169,-19.65033813,0491570157,0755507305,0770109178,johnmn.jacquierbc@his4ehr.com,51027221223,,,177,87,80,118,W,4,
20196,10874,300212,,,,LAWTONNO,JOHNST,1940-11-05,M,8,FELDEGG,AV,NHULUNBUY,NT,0880,AUS,70104103819,70016416900,136.77164044,-12.19255947,0491570158,0755508762,0770107937,johnst.lawtonno@his4ehr.com,56610876135,,,168,87,88,98,M,4,
20197,10879,307058,,,,HANGDE,PATRICIAGH,1962-10-31,F,3,TARAKAN,CT,JOHNSTON,NT,0832,AUS,70101100222,70006470000,131.00565787,-12.49979585,0491570158,0755502779,0770101884,patriciagh.hangde@his4ehr.com,52429120342,,,148,84,74,108,S,4,
20198,10884,305837,,,,GOLDINGTU,JEANPQ,1952-11-02,F,31,WELLINGTON,PDE,ALAWA,NT,0810,AUS,70103103225,70020332000,130.87443871,-12.37751012,0491570110,0755503521,0770103587,jeanpq.goldingtu@his4ehr.com,51831005761,,,175,80,91,165,M,4,
20199,10888,301614,,,,DAVISBC,MELODYTU,1948-11-03,F,13,MCINNIS,CCT,DRIVER,NT,0830,AUS,70104103702,70023140000,130.97212576,-12.48453557,0491570110,0755504336,0770104094,melodytu.davisbc@his4ehr.com,57696290463,,,155,64,67,116,S,4,
20200,10893,305665,,,,BRYANTAB,JOHNQR,1949-11-03,M,12,BAGSHAW,CR,GRAY,NT,0830,AUS,70102102114,73851000000,130.98466897,-12.48913209,0491570159,0755503091,0770104677,johnqr.bryantab@his4ehr.com,51962818045,,,165,89,87,86,M,4,
20201,10898,,10013,,,GRAYWX,MALCOLM,1953-11-02,M,115,SMITH,ST,DARWIN CITY,NT,0800,AUS,70101100211,70006162000,130.83437765,-12.45645368,0491570159,0755507454,0770101965,corineij.wearringlm@his4ehr.com,54024150753,,,173,64,73,81,M,4,
20202,10902,,,,,TUCKERFG,LORETTAFG,2005-10-20,F,5,COOPER,ST,FANNIE BAY,NT,0820,AUS,70101100406,70006980000,130.84461359,-12.42830446,0491570157,0755502430,0770100329,lorettafg.tuckerfg@his4ehr.com,57375332335,,,166,65.9,82,116,S,4,
20203,10906,307837,,,,THONGTHANAWATAB,SUSANCD,1956-11-01,F,51,RYLAND,RD,MILLNER,NT,0810,AUS,70102102303,70010020000,130.86156104,-12.3877264,0491570157,0755507672,0770103275,susancd.thongthanawatab@his4ehr.com,55466441733,,,158,61,64,96,S,4,
20204,10911,309623,,,,AL HILALINO,IRVINGST,1966-10-30,M,12,NICKER,CR,GILLEN,NT,0870,AUS,70201104708,70001560000,133.87101971,-23.70363106,0491570110,0755503651,0770106076,irvingst.al hilalino@his4ehr.com,50143087025,,,176,68,72,85,S,4,
20205,10916,308592,,,,DUESTERHAUSHI,DEMETRIUSUV,1977-10-27,M,23,BOWMAN,CL,ARALUEN,NT,0870,AUS,70201104801,70016422500,133.85500143,-23.70631354,0491570159,0755505899,0770107090,demetriusuv.duesterhaushi@his4ehr.com,50110980433,,,190,95,100,113,W,4,
20206,10921,,,,,LEVEROP,EVERETTKL,2011-10-19,M,21,MUELLER,ST,EAST SIDE,NT,0870,AUS,70201104602,70001850000,133.88904242,-23.70114376,0491570159,0755503923,0770106603,everettkl.leverop@his4ehr.com,57408590042,,,139,48.0,72,93,S,4,2018-03-27
20207,10925,304761,,,,HENNESSYFG,JOHANNAMN,1950-11-03,F,20,MERCORELLA,CCT,SADADEEN,NT,0870,AUS,70201105012,70016411800,133.89210864,-23.70239894,0491570110,0755507828,0770109032,johannamn.hennessyfg@his4ehr.com,53953920631,,,157,68,71,113,M,4,
20208,10929,305557,,,,REED JNRBC,DEVINNO,1969-10-29,M,20520,BUNTINE,HWY,BUCHANAN,NT,0852,AUS,70204106305,70016422400,129.16152115,-17.79810322,0491570159,0755506071,0770104215,devinno.reed jnrbc@his4ehr.com,58770683231,,,180,98,90,92,M,4,
20209,10933,309174,,,,WEBBEREF,JENNIFERVW,1942-11-05,F,55,ROSEBERY,DR,ROSEBERY,NT,0832,AUS,70102102702,70012950000,130.9901237,-12.50380712,0491570110,0755505260,0770109858,jennifervw.webberef@his4ehr.com,51012200522,,,158,64,64,78,M,4,
20210,10938,308289,,,,SILLSGH,CHRISTINAJK,1973-10-28,F,14,WATERS,ST,RAPID CREEK,NT,0810,AUS,70103103217,70020400000,130.86010326,-12.38547276,0491570159,0755507683,0770106305,christinajk.sillsgh@his4ehr.com,52210615455,,,171,74,88,161,D,4,
20211,10942,,,,,DAVIDSONKL,JEANNEAB,2020-10-16,F,20D,GOSSE,CR,YULARA,NT,0872,AUS,70201105010,70027990000,130.9849347,-25.23480664,0491570159,0755500983,0770102724,jeanneab.davidsonkl@his4ehr.com,56580608015,,,98,11.9,37,45,S,1,
20212,10946,303876,,,,MUNDAYTU,GREGORYIJ,1948-11-03,M,13017,BUNTINE,HWY,VICTORIA RIVER,NT,0852,AUS,70104103603,70022860000,132.30607061,-16.32654413,0491570159,0755501129,0770106334,gregoryij.mundaytu@his4ehr.com,59521538462,,,179,92,109,111,M,4,
20213,10951,307532,,,,JOHNSONWX,THEODORELM,1973-10-28,M,35,ARRKWETYETHERRE,CCT,FLYNN,NT,0875,AUS,70205106708,70019030000,133.85335437,-23.71535904,0491570157,0755501267,0770109921,theodorelm.johnsonwx@his4ehr.com,54570366051,,,179,55,53,54,S,2,
20214,10956,300771,,,,LEAVISLM,RALPHAB,1948-11-03,M,61,PRIEST,CCT,GRAY,NT,0830,AUS,70103103110,70021040000,130.982475,-12.4940761,0491570110,0755509138,0770100065,ralphab.leavislm@his4ehr.com,59716132821,,,183,90,108,138,M,4,
20215,10961,301462,,,,CARTERRS,SHARONST,1946-11-04,F,44,O'FERRALS,RD,BAYVIEW,NT,0820,AUS,70101100905,70005961000,130.85936189,-12.43995645,0491570158,0755504256,0770101060,sharonst.carterrs@his4ehr.com,50013293355,,,162,50,59,79,M,4,
20216,10965,301289,,,,POTUCEKYZ,FRANCISCOCD,1974-10-28,M,9,RANGE,CR,DESERT SPRINGS,NT,0870,AUS,70201104610,70002260000,133.88780663,-23.71100274,0491570158,0755509895,0770100204,franciscocd.potucekyz@his4ehr.com,55577231133,,,180,85,86,98,M,4,
20217,10970,303102,,,,AWADALLAXY,AMYEF,1967-10-30,F,16,MCKINLAY,RD,HERBERT,NT,0836,AUS,70201104513,70000452000,131.16282719,-12.52830988,0491570157,0755501713,0770109055,amyef.awadallaxy@his4ehr.com,54670751713,,,158,69,69,79,M,4,
20218,10974,305171,,,,CARANGUIANKL,ANGELINAQR,1974-10-28,F,19,GLENCOE,CT,KATHERINE EAST,NT,0850,AUS,70104104212,73812000000,132.28557871,-14.46315734,0491570156,0755507766,0770108251,angelinaqr.caranguiankl@his4ehr.com,54621379712,,,158,101,102,120,M,4,
20219,10978,309990,,,,LENNON JNRAB,LESLEEGH,1950-11-03,F,2,BLEESER,ST,FANNIE BAY,NT,0820,AUS,70104104001,70024160000,130.84276371,-12.42752312,0491570158,0755507936,0770107457,lesleegh.lennon jnrab@his4ehr.com,54844469821,,,176,60,70,87,M,4,
20220,10982,302799,,,,ANDERSONGH,SUZANNEBC,1952-11-02,F,14,WHITLAM,ST,KALKARINDJI,NT,0852,AUS,70203105717,70016402900,130.83265908,-17.44813801,0491570158,0755504739,0770109305,suzannebc.andersongh@his4ehr.com,54961678412,,,158,66,74,101,W,4,
20221,10987,300022,,,,EL ZAYATMN,ELVABC,1964-10-30,F,213,ROGER VALE,DR,CONNELLAN,NT,0873,AUS,70205106810,70033380000,133.92254957,-23.79511586,0491570110,0755505666,0770105352,elvabc.el zayatmn@his4ehr.com,56703288911,,,169,95,93,149,M,4,
20222,10992,300966,,,,CINCUNEGUINO,ENRIQUEEF,1967-10-30,M,31,DROVERS,DR,NEWCASTLE WATERS,NT,0862,AUS,70202105501,70015880000,133.40798134,-17.37087758,0491570110,0755503517,0770101753,enriqueef.cincuneguino@his4ehr.com,52229370052,,,186,103,106,103,D,4,
20223,10996,301571,,,,WESTBROOKLM,THOMASAB,1948-11-03,M,30,FRANCES BAY,DR,DARWIN CITY,NT,0800,AUS,70201104505,70000290000,130.84829601,-12.4588348,0491570157,0755506402,0770103004,thomasab.westbrooklm@his4ehr.com,56863837473,,,171,104,105,148,S,4,
