PID,UR,Alias,Merged,Deleted,familyName,givenName,birthdate,sex,streetNo,streetName,shortStreetType,suburb,state,postcode,country,sa1,meshblock,longitude,latitude,mobile,homePhone,businessPhone,email,medicareNo,dvaNo,dvaType,height,weight,waist,hips,married,race,deathDate
500191,304116,,,,ABDEL MASSEIHXY,ROBERTHI,1965-10-30,M,105,WATERHOLE,RD,IMANPA,NT,0872,AUS,70201105005,70025690000,132.56972431,-25.12931143,0491570110,0755504169,0770108847,roberthi.abdel masseihxy@his4ehr.com,57524581365,,,182,85.7,90,108,M,4,
500192,304138,,,,SFIRIOSEF,ARMANDGH,1977-10-27,M,290,ROBINSON,RD,BORROLOOLA,NT,0854,AUS,70205106612,70003520000,136.30952568,-16.06206072,0491570157,0755504105,0770108194,armandgh.sfiriosef@his4ehr.com,56805237432,,,174,95.5,97,110,W,4,
500193,304160,,,,LAUDERYZ,KRISTENWX,1957-11-01,F,100,DELORAINE,RD,SHOAL BAY,NT,0830,AUS,70103103301,70019650000,130.96938616,-12.41439007,0491570156,0755507882,0770101043,kristenwx.lauderyz@his4ehr.com,57225332142,,,169,63.2,71,83,S,4,
500194,304181,,,,DALL'OSTOFG,FREDERICKHI,1967-10-30,M,9,POLLUX,CT,WOODROFFE,NT,0830,AUS,70104104401,70024350000,130.98096508,-12.50522659,0491570157,0755502406,0770107289,frederickhi.dall'ostofg@his4ehr.com,57738605321,,,182,81.3,85,90,M,4,
500195,304202,,,,DEGUARAPQ,KENNETHRS,1945-11-04,M,2530,MELVILLE BAY,RD,EAST ARNHEM,NT,0822,AUS,70204106316,70014366000,136.84653682,-12.2967488,0491570157,0755508366,0770103755,kennethrs.deguarapq@his4ehr.com,57368495964,,,176,67.6,73,96,M,4,
500196,304224,,,,MONASTIRSKIHI,MARGARETIJ,1977-10-27,F,40200,TANAMI,RD,TANAMI,NT,0872,AUS,70201105301,70031631000,129.24017118,-19.68957443,0491570156,0755504026,0770109223,margaretij.monastirskihi@his4ehr.com,53298020114,,,168,61.0,66,97,S,4,
500197,304246,,,,NEAL-CAREYMN,LESLIEMN,1976-10-27,F,539,LARAPINTA,DR,FLYNN,NT,0875,AUS,70201104701,70000750000,133.8338223,-23.71352856,0491570110,0755503920,0770100885,lesliemn.neal-careymn@his4ehr.com,53697573515,,,165,63.6,67,74,M,4,
500198,304268,,,,KEENANYZ,KATHRYNKL,1978-10-27,F,9,ALATYEYT,ST,CANTEEN CREEK,NT,0872,AUS,70202105505,70032250000,135.58303128,-20.64410334,0491570110,0755507569,0770109386,kathrynkl.keenanyz@his4ehr.com,51320779834,,,161,78.2,82,104,S,4,
500199,304290,,,,MILESCD,GLORIAIJ,1978-10-27,F,17,KLYN,CCT,NHULUNBUY,NT,0880,AUS,70204106409,70022150000,136.77266076,-12.18580547,0491570159,0755502484,0770106444,gloriaij.milescd@his4ehr.com,54378412661,,,168,45.5,50,82,D,4,
500200,304311,,,,COLLINSWX,JACKDE,1976-10-27,M,7,BUCKINGHAM,ST,GUNN,NT,0832,AUS,70104104108,70016426000,130.9959277,-12.48574512,0491570159,0755507271,0770100919,jackde.collinswx@his4ehr.com,54081710812,,,182,109.2,115,130,W,4,
500201,304333,,,,EYREUV,HELENEF,1962-10-31,F,45,ULPAYA,RD,STUART,NT,0870,AUS,70201104514,70016411600,133.87629931,-23.68406137,0491570110,0755501421,0770104518,helenef.eyreuv@his4ehr.com,52910858423,,,159,61.4,63,74,M,4,
500202,304355,,,,WILSONYZ,EARLMN,1943-11-05,M,4,EARHART,CT,MARRARA,NT,0812,AUS,70102102208,70009640000,130.91323246,-12.4070853,0491570159,0755504308,0770105958,earlmn.wilsonyz@his4ehr.com,55821565714,,,172,64.2,68,79,S,4,
500203,304376,,,,HOUGHJK,TONIHI,1975-10-28,F,9,KAFCALOUDES,CR,MOULDEN,NT,0830,AUS,70104104005,70024080000,130.9762827,-12.50797212,0491570157,0755505707,0770109198,tonihi.houghjk@his4ehr.com,56942003143,,,164,66.1,69,98,S,4,
500204,304398,,,,RUSSELLBC,EVERETTDE,1959-11-01,M,47,ROSEWOOD,CR,LEANYER,NT,0812,AUS,70102102004,70008850000,130.89747271,-12.36807612,0491570159,0755502660,0770101984,everettde.russellbc@his4ehr.com,59493699665,,,177,64.9,67,70,M,4,
500205,304420,,,,JEFFRIESAB,WILLIEDE,1947-11-04,M,16,FLYNN,CR,BATCHELOR,NT,0845,AUS,70203105710,70003770000,131.02759347,-13.04223804,0491570159,0755507271,0770105724,williede.jeffriesab@his4ehr.com,57121842254,,,176,70.4,75,81,M,4,
500206,304441,,,,LANEXY,JUSTINDE,1945-11-04,M,72,CHURCH,ST,SANTA TERESA,NT,0872,AUS,70201105204,70021810000,134.37801961,-24.12789941,0491570158,0755501409,0770100147,justinde.lanexy@his4ehr.com,56824793233,,,168,85.7,88,95,D,4,
500207,304463,,,,PEPPERVW,GEORGIAVW,1977-10-27,F,23,HUDSON FYSH,AV,PARAP,NT,0820,AUS,70101100703,70011550000,130.84889592,-12.43004485,0491570156,0755502134,0770106422,georgiavw.peppervw@his4ehr.com,51650687253,,,164,67.2,71,83,W,4,
500208,304484,,,,KEOGHBC,ROBERTYZ,1969-10-29,M,8,NONDA,CT,KARAMA,NT,0812,AUS,70102101914,70008100000,130.9172617,-12.39794257,0491570157,0755509808,0770102283,robertyz.keoghbc@his4ehr.com,56936631751,,,177,67.9,68,73,M,4,
500209,304506,,,,YUMULUBC,JOSEGH,1945-11-04,M,4,KYABRA,ST,FARRAR,NT,0830,AUS,70104104112,70016420400,130.99781838,-12.4790278,0491570110,0755504984,0770106014,josegh.yumulubc@his4ehr.com,58961134771,,,177,104.0,113,143,M,4,
500210,304527,,,,LUPKEAB,JAMIEXY,1961-10-31,M,25,STEDCOMBE,ST,ALAWA,NT,0810,AUS,70102101004,70005330000,130.87756571,-12.37916212,0491570110,0755503078,0770102637,jamiexy.lupkeab@his4ehr.com,50090635074,,,176,82.0,84,82,S,4,
500211,304548,,,,BARBEEVW,LILLIEMN,1960-10-31,F,29,GILES,ST,KATHERINE,NT,0850,AUS,70205106703,70018870000,132.26851361,-14.45988305,0491570156,0755508421,0770108111,lilliemn.barbeevw@his4ehr.com,54688702845,,,170,66.6,74,83,M,4,
500212,304569,,,,EASTWELLLM,ROBERTLM,1946-11-04,M,4257,ROSS,HWY,HALE,NT,0872,AUS,70201105216,70016418600,134.21780458,-23.68115248,0491570110,0755502120,0770101768,robertlm.eastwelllm@his4ehr.com,55093429112,,,168,77.6,79,103,M,4,
500213,304590,,,,ALLISONFG,DOUGLASHI,1968-10-29,M,23,GULLY,RD,IMANPA,NT,0872,AUS,70201105005,70025690000,132.56877639,-25.12313235,0491570159,0755505713,0770103040,douglashi.allisonfg@his4ehr.com,55642928363,,,168,84.5,81,97,S,4,
500214,304612,,,,DOLLAMAB,DONALDOP,1962-10-31,M,55,BRONZEWING,AV,HOWARD SPRINGS,NT,0835,AUS,70103103101,70020170000,131.06977972,-12.46178738,0491570157,0755507882,0770106975,donaldop.dollamab@his4ehr.com,50342340111,,,175,94.6,96,116,S,4,
500215,304633,,,,JAMIESONLM,DOMONIQUEEF,1957-11-01,F,118,AMBROSE,ST,TENNANT CREEK,NT,0860,AUS,70202105602,70032020000,134.19323825,-19.64102276,0491570158,0755501890,0770104303,domoniqueef.jamiesonlm@his4ehr.com,50702853235,,,155,72.0,73,85,S,4,
500216,304655,,,,CHRISTIANNO,GREGFG,1941-11-05,M,41,WHITEWOOD,CCT,NHULUNBUY,NT,0880,AUS,70204106415,70022130000,136.77100161,-12.17365637,0491570156,0755504542,0770109614,gregfg.christianno@his4ehr.com,53202215865,,,172,79.5,84,120,D,4,
500217,304676,,,,DONOGHUEFG,KRISTINEIJ,1950-11-03,F,8,LUTHER,CT,GRAY,NT,0830,AUS,70104103907,70023480000,130.98252097,-12.48870458,0491570158,0755503918,0770106129,kristineij.donoghuefg@his4ehr.com,54008277311,,,158,54.8,58,87,S,4,
500218,304697,,,,GOTZHEIMDE,MARIXY,1949-11-03,F,6,LEMKE,ST,MUIRHEAD,NT,0810,AUS,70102102110,70016413000,130.89666215,-12.3616058,0491570158,0755504220,0770103165,marixy.gotzheimde@his4ehr.com,53162611155,,,148,65.0,65,84,W,4,
500219,304719,,,,WAGNERTU,CHRISTOPHERAB,1957-11-01,M,115,SMITH,ST,DARWIN CITY,NT,0800,AUS,70101100211,70006162000,130.83437765,-12.45645368,0491570110,0755509948,0770100297,christopherab.wagnertu@his4ehr.com,55093287943,,,171,76.2,77,87,M,4,
500220,304740,,,,CONNELLYJK,KYLELM,1944-11-04,M,58,SPEARWOOD,RD,SADADEEN,NT,0870,AUS,70201104610,70016431800,133.90131277,-23.69975402,0491570156,0755502777,0770105988,kylelm.connellyjk@his4ehr.com,51980574332,,,165,79.5,80,79,S,4,
500221,304761,,,,HENNESSYFG,JOHANNAMN,1950-11-03,F,20,MERCORELLA,CCT,SADADEEN,NT,0870,AUS,70201104613,70002460000,133.89210864,-23.70239894,0491570110,0755507828,0770109032,johannamn.hennessyfg@his4ehr.com,53953920631,,,159,66.6,71,111,M,4,
500222,304782,,,,DALDALJK,KELLEYPQ,1939-11-06,F,,NUMBULWAR,RD,NUMBULWAR,NT,0822,AUS,70205106610,70022240000,135.718028,-14.26916386,0491570110,0755503122,0770107220,kelleypq.daldaljk@his4ehr.com,58597579742,,,157,90.4,97,128,M,4,
500223,304803,,,,AGIUSMN,SANDRAKL,1958-11-01,F,32,COFFEY,ST,TIVENDALE,NT,0822,AUS,70102101701,70014290000,130.95763435,-12.47213927,0491570156,0755508717,0770100938,sandrakl.agiusmn@his4ehr.com,54926217053,,,155,86.8,88,124,M,4,
500224,304824,,,,MCDERMENTVW,CHARLESJK,1974-10-28,M,23,LUNGKATA,RD,KALTUKATJARA,NT,0872,AUS,70201105014,73777000000,129.08128951,-24.87234199,0491570156,0755506099,0770105679,charlesjk.mcdermentvw@his4ehr.com,50412561011,,,180,85.5,88,94,D,4,
500225,304846,,,,JACKBC,RAFAELAB,1946-11-04,M,42,MAKHARA,RD,GIRRAWEEN,NT,0836,AUS,70103103210,73820000000,131.08278066,-12.50373789,0491570156,0755509760,0770103156,rafaelab.jackbc@his4ehr.com,58504314014,,,173,92.3,98,129,M,4,
500226,304868,,,,CLARKEF,TONYAPQ,1947-11-04,F,27440,SANDOVER,HWY,SANDOVER,NT,0872,AUS,70201105212,70016432500,135.66052054,-21.757708,0491570158,0755507595,0770104260,tonyapq.clarkef@his4ehr.com,54304773931,,,150,61.7,63,95,S,4,
500227,304890,,,,LONERGANGH,CECILUV,1961-10-31,M,16,FELDEGG,AV,NHULUNBUY,NT,0880,AUS,70204106402,70021940000,136.77229865,-12.19301815,0491570157,0755507399,0770106702,ceciluv.lonergangh@his4ehr.com,51704652243,,,179,80.1,84,91,S,4,
500228,304912,,,,MONTAPERTOQR,MICHAELBC,1948-11-03,M,119,TROWER,RD,ALAWA,NT,0810,AUS,70102101003,70005220000,130.86927286,-12.38373656,0491570159,0755506282,0770102079,michaelbc.montapertoqr@his4ehr.com,50290418165,,,169,75.7,78,80,S,4,
500229,304934,,,,BIDDLEKL,MICHAELHI,1940-11-05,M,2,LEOBEN,CT,KARAMA,NT,0812,AUS,70102101910,70007940000,130.92136471,-12.40688391,0491570157,0755501257,0770102593,michaelhi.biddlekl@his4ehr.com,54024967162,,,177,85.7,93,122,D,4,
500230,304955,,,,SASIMYZ,TONIIJ,1975-10-28,F,29,FORREST,PDE,BAKEWELL,NT,0832,AUS,70104103605,70022730000,130.99328919,-12.49595038,0491570158,0755501266,0770107729,toniij.sasimyz@his4ehr.com,57054274645,,,159,92.5,94,97,D,4,
500231,304977,,,,MACHINXY,FREDHI,1958-11-01,M,95,CURRAWONG,DR,HOWARD SPRINGS,NT,0835,AUS,70103103118,70020152000,131.0583767,-12.48587412,0491570110,0755503282,0770108110,fredhi.machinxy@his4ehr.com,50421712875,,,178,100.8,106,116,M,4,
500232,304999,,,,BARKERXY,CRYSTALAB,1958-11-01,F,10,DOCTORS GULLY,RD,LARRAKEYAH,NT,0820,AUS,70101100505,70008202000,130.83436688,-12.45807242,0491570156,0755506259,0770109733,crystalab.barkerxy@his4ehr.com,50661518615,,,162,74.4,79,93,W,4,
500233,305020,,,,BISHTONFG,JOHNRS,1963-10-31,M,77,EVA VALLEY,RD,NITMILUK,NT,0852,AUS,70205106505,70022500000,132.82858533,-14.26717192,0491570110,0755501440,0770103209,johnrs.bishtonfg@his4ehr.com,56884808152,,,170,88.2,87,116,S,4,
500234,305041,,,,JOLLYGH,JOHNATHANST,1949-11-03,M,35,FLYNN,CCT,BELLAMACK,NT,0832,AUS,70104104315,70016406200,130.98521879,-12.51366442,0491570156,0755509393,0770102241,johnathanst.jollygh@his4ehr.com,52582722331,,,173,64.7,68,75,M,4,
500235,305063,,,,CHAUGH,ELAINEAB,1953-11-02,F,95,LACKMAN,TCE,BRAITLING,NT,0870,AUS,70201104503,70000370000,133.86387142,-23.67763304,0491570110,0755500043,0770109405,elaineab.chaugh@his4ehr.com,58441120172,SSS11784B,WHT,158,91.4,96,104,D,4,
500236,305084,,,,GEORGEKL,LESLIEUV,1953-11-02,F,4,MCMASTER,CR,PARAP,NT,0820,AUS,70101100705,70016395500,130.85054471,-12.43186812,0491570156,0755505389,0770103359,leslieuv.georgekl@his4ehr.com,58900138831,,,162,61.7,67,82,M,4,
500237,305106,,,,GILBERTQR,JUDIXY,1974-10-28,F,5,WOOLLYBUTT,ST,ZUCCOLI,NT,0832,AUS,70104104212,73813000000,131.00609519,-12.51958879,0491570157,0755507980,0770108770,judixy.gilbertqr@his4ehr.com,50254903265,,,154,92.3,90,125,M,4,
500238,305128,,,,ROOKEBC,RACHELXY,1977-10-27,F,55,MITCHELL,ST,DARWIN CITY,NT,0800,AUS,70101100225,70034900000,130.84014708,-12.46394878,0491570110,0755508368,0770102546,rachelxy.rookebc@his4ehr.com,52554796314,,,156,55.7,56,66,S,4,
500239,305149,,,,DOANNO,PATRICKIJ,1943-11-05,M,33,MICK,ST,CANTEEN CREEK,NT,0872,AUS,70202105505,70032250000,135.58765879,-20.64382919,0491570158,0755505048,0770101093,patrickij.doanno@his4ehr.com,57608345824,,,166,69.0,70,88,M,4,
500240,305171,,,,CARANGUIANKL,ANGELINAQR,1974-10-28,F,19,GLENCOE,CT,KATHERINE EAST,NT,0850,AUS,70205106707,70019240000,132.28557871,-14.46315734,0491570156,0755507766,0770108251,angelinaqr.caranguiankl@his4ehr.com,54621379712,,,163,102.0,106,122,M,4,
500241,305193,,,,VUCD,DOUGLASST,1972-10-28,U,2,CORRIGAN,ST,WALLACE ROCKHOLE,NT,0872,AUS,70201105307,70033670000,133.08602425,-24.12324089,0491570159,0755503010,0770100642,douglasst.vucd@his4ehr.com,57485100421,,,182,101.8,104,138,S,4,
500242,305215,,,,NGUYENEF,JOHNNYDE,1942-11-05,M,14580,ARNHEM,HWY,KAKADU,NT,0822,AUS,70203105717,70016383100,132.48090366,-12.67699439,0491570158,0755507143,0770103467,johnnyde.nguyenef@his4ehr.com,54414617622,,,175,50.0,54,51,S,4,
500243,305237,,,,AMOSXY,MELISSAST,1945-11-04,F,54,BAGALA,RD,BARUNGA,NT,0852,AUS,70205106501,70022430000,132.8642338,-14.52683871,0491570156,0755502071,0770103853,melissast.amosxy@his4ehr.com,58248986465,,,159,79.3,86,120,S,4,
500244,305258,,,,NARCYSWX,LESLIECD,1978-10-27,F,32,SAVANNAH,DR,LEANYER,NT,0812,AUS,70102102001,70008580000,130.89986956,-12.38094228,0491570159,0755503748,0770107766,lesliecd.narcyswx@his4ehr.com,53129538645,,,167,87.3,94,152,S,4,
500245,305280,,,,BEAUMONTRS,LISAXY,1952-11-02,F,23,MORAY,ST,KARAMA,NT,0812,AUS,70102101911,70008000000,130.92015318,-12.40546683,0491570156,0755504612,0770105163,lisaxy.beaumontrs@his4ehr.com,55767385075,,,150,83.2,83,131,D,4,
500246,305301,,,,HANRATTYJK,EDWARDNO,1958-11-01,U,2,SNIPE,CT,WULAGI,NT,0812,AUS,70102103003,70014010000,130.89832786,-12.38588475,0491570158,0755505170,0770103742,edwardno.hanrattyjk@his4ehr.com,52223107274,,,168,85.9,85,96,M,4,
500247,305322,,,,MANTSIOYZ,ROBERTLM,1975-10-28,M,14,HIBISCUS,ST,EAST SIDE,NT,0870,AUS,70201104609,70002310000,133.89996342,-23.6909552,0491570156,0755507776,0770105746,robertlm.mantsioyz@his4ehr.com,57489840755,,,175,91.3,92,91,M,4,
500248,305343,,,,MOKADDEMEF,BYRONFG,1942-11-05,M,645,LEONINO,RD,FLY CREEK,NT,0822,AUS,70103103514,70019950000,131.06403069,-12.80496403,0491570158,0755507096,0770107581,byronfg.mokaddemef@his4ehr.com,53093093812,,,172,78.8,83,82,M,4,
500249,305364,,,,OZICHYZ,JEANQR,1967-10-30,F,32,SPEARWOOD,RD,SADADEEN,NT,0870,AUS,70201104610,70002020000,133.9023679,-23.69753479,0491570158,0755500438,0770104325,jeanqr.ozichyz@his4ehr.com,57811670915,,,160,64.5,66,91,M,4,
500250,305385,,,,CARRICKJK,MICHAELTU,1965-10-30,M,112,DIXON,RD,BRAITLING,NT,0870,AUS,70201104502,70000280000,133.86204085,-23.67545164,0491570158,0755500574,0770109038,michaeltu.carrickjk@his4ehr.com,58544554062,,,179,84.7,87,105,S,1,
500251,305406,,,,JOLLYIJ,COURTNEYCD,1944-11-04,M,530,ANZAC,PDE,MIDDLE POINT,NT,0822,AUS,70103103508,70019880000,131.31731549,-12.58412013,0491570156,0755505583,0770109077,courtneycd.jollyij@his4ehr.com,56082019564,,,168,81.9,85,102,W,4,
500252,305428,,,,GRAYYZ,TANESHAAB,1962-10-31,F,236,TROWER,RD,WAGAMAN,NT,0810,AUS,70102102804,70013340000,130.88239659,-12.3779311,0491570157,0755507804,0770102899,taneshaab.grayyz@his4ehr.com,54828859943,,,162,86.5,91,127,M,4,
500253,305449,,,,PATERSONKL,BETTYVW,1948-11-03,F,24,HAZELL,CT,COCONUT GROVE,NT,0810,AUS,70102101607,70006580000,130.85521075,-12.39174863,0491570156,0755507899,0770105540,bettyvw.patersonkl@his4ehr.com,53289493152,,,157,77.3,82,117,S,4,
500254,305470,,,,SARGEANTQR,JOSHUAOP,1966-10-30,M,5,REGULUS,CT,WOODROFFE,NT,0830,AUS,70104104401,70024721000,130.98031039,-12.50602587,0491570157,0755509025,0770100862,joshuaop.sargeantqr@his4ehr.com,57813230143,,,168,64.1,62,72,S,4,
500255,305491,,,,LAWRENCEOP,JOEJK,1951-11-03,M,20,LANTANA,CT,NIGHTCLIFF,NT,0810,AUS,70102102506,70010910000,130.84485027,-12.38228447,0491570156,0755506085,0770102571,joejk.lawrenceop@his4ehr.com,57427538764,,,177,72.1,77,78,S,4,
500256,305513,,,,VARLEYAB,JIMMIEIJ,1956-11-01,F,49,JULUMA,RD,BAINES,NT,0852,AUS,70205106810,70033380000,130.04018217,-15.76492487,0491570156,0755505970,0770103368,jimmieij.varleyab@his4ehr.com,57593024562,,,161,91.6,97,113,S,4,
500257,305535,,,,STEWARTLM,LAWRENCEST,1955-11-02,M,25,ZAMIA,RD,HUMPTY DOO,NT,0836,AUS,70103103201,70020611000,131.13025293,-12.58090758,0491570110,0755500033,0770101504,lawrencest.stewartlm@his4ehr.com,52704256942,,,175,69.9,73,83,M,4,
500258,305557,,,,REED JNRBC,DEVINNO,1969-10-29,M,20520,BUNTINE,HWY,BUCHANAN,NT,0852,AUS,70205106801,70033480000,129.16152115,-17.79810322,0491570159,0755506071,0770104215,devinno.reed jnrbc@his4ehr.com,58770683231,,,178,89.8,91,93,M,4,
500259,305579,,,,NELKNERMN,MORRISEF,1945-11-04,M,950,KENTISH,RD,BERRY SPRINGS,NT,0838,AUS,70103103516,70021150000,131.00440373,-12.74026143,0491570159,0755501182,0770101706,morrisef.nelknermn@his4ehr.com,59562813165,,,171,88.9,93,115,S,4,
500260,305600,,,,DI-MIERIUV,MIRIAMGH,1956-11-01,F,37,CALDWELL,RD,MCMINNS LAGOON,NT,0822,AUS,70103103217,70020400000,131.07801371,-12.55610855,0491570156,0755503398,0770105655,miriamgh.di-mieriuv@his4ehr.com,52852794463,,,166,66.9,73,106,M,4,
500261,305622,,,,HURLEYAB,JANEXY,1967-10-30,F,6,WRIGHT,CR,GRAY,NT,0830,AUS,70104103904,70023570000,130.97992659,-12.48781986,0491570157,0755503447,0770103678,janexy.hurleyab@his4ehr.com,56259278823,,,161,58.3,60,77,W,4,
500262,305644,,,,MITCHELL-REYNOLDSBC,GLENNPQ,1953-11-02,M,,BALAMURRA,ST,NGUKURR,NT,0852,AUS,70205106608,70034380000,134.73145464,-14.7361887,0491570157,0755504564,0770109423,glennpq.mitchell-reynoldsbc@his4ehr.com,55135674231,,,171,83.4,85,88,M,4,
500263,305665,,,,BRYANTAB,JOHNQR,1949-11-03,M,12,BAGSHAW,CR,GRAY,NT,0830,AUS,70104103907,70023563000,130.98466897,-12.48913209,0491570159,0755503091,0770104677,johnqr.bryantab@his4ehr.com,51962818045,,,170,84.5,87,90,M,4,
500264,305687,,,,YOUNGGH,LOISHI,1973-10-28,F,15,STEPHANIE,ST,BELLAMACK,NT,0832,AUS,70104104313,70016394200,130.98330277,-12.51935973,0491570158,0755504840,0770108014,loishi.younggh@his4ehr.com,54191287114,,,170,84.0,91,102,M,4,
500265,305709,,,,PALMERAB,JOHNEF,1949-11-03,M,86,FLAMETREE,CCT,ROSEBERY,NT,0832,AUS,70104104301,70025140000,130.98729368,-12.50435128,0491570156,0755508494,0770107816,johnef.palmerab@his4ehr.com,52891066522,,,181,81.7,90,79,S,4,
500266,305730,,,,HUNTERBC,YVETTETU,1952-11-02,F,887,STUART,HWY,HOLTZE,NT,0829,AUS,70103103114,70019600000,130.96717163,-12.45420218,0491570156,0755500475,0770104013,yvettetu.hunterbc@his4ehr.com,51188679314,,,158,76.6,81,148,M,4,
500267,305751,,,,SAIRATCD,EDITHNO,1971-10-29,F,22,MEMORIAL,AV,ARALUEN,NT,0870,AUS,70201104812,70000900000,133.86372953,-23.70392112,0491570156,0755504026,0770102833,edithno.sairatcd@his4ehr.com,59624892122,,,171,83.7,91,144,M,4,
500268,305773,,,,FOXLM,JANAXY,1973-10-28,F,6,MOIL,CR,MOIL,NT,0810,AUS,70102102405,70010390000,130.88304896,-12.39084014,0491570156,0755503454,0770105598,janaxy.foxlm@his4ehr.com,51079150875,,,159,68.3,69,73,M,4,
500269,305794,,,,HENDRYYZ,JAMESAB,1961-10-31,M,29,WAGAMAN,TCE,WAGAMAN,NT,0810,AUS,70102102805,70013320000,130.8860784,-12.38015233,0491570156,0755506686,0770101280,jamesab.hendryyz@his4ehr.com,56238990211,,,173,76.4,77,79,M,4,
500270,305816,,,,NEWMANUV,MANUALCD,1968-10-29,M,11,WATTLE,ST,AMOONGUNA,NT,0873,AUS,70201105203,70028240000,133.93752087,-23.7659537,0491570157,0755502816,0770101686,manualcd.newmanuv@his4ehr.com,50999327474,,,178,106.0,108,119,S,4,
500271,305837,,,,GOLDINGTU,JEANPQ,1952-11-02,F,31,WELLINGTON,PDE,ALAWA,NT,0810,AUS,70102101002,70005370000,130.87443871,-12.37751012,0491570110,0755503521,0770103587,jeanpq.goldingtu@his4ehr.com,51831005761,,,166,79.3,88,165,M,4,
500272,305858,,,,PHILIPSPQ,LAKEISHAYZ,1972-10-28,F,66,SPEARWOOD,RD,SADADEEN,NT,0870,AUS,70201104610,70016430400,133.90046707,-23.70019348,0491570158,0755508566,0770108227,lakeishayz.philipspq@his4ehr.com,50083341661,,,158,88.5,89,98,M,4,
500273,305879,,,,DACEYOP,CHRISTOPHEREF,1953-11-02,M,342,ROBINSON,RD,BORROLOOLA,NT,0854,AUS,70205106613,70003540000,136.30685506,-16.05656457,0491570159,0755507389,0770103728,christopheref.daceyop@his4ehr.com,53313316755,,,166,95.3,94,118,D,4,
500274,305900,,,,GREENEAB,HELENIJ,1950-11-03,F,8,TAMBLING,TCE,LYONS,NT,0810,AUS,70102102112,70013452000,130.89120566,-12.36594089,0491570156,0755500199,0770106958,helenij.greeneab@his4ehr.com,57318407943,,,152,70.2,72,109,M,4,
500275,305921,,,,HOLLANDQR,NINABC,1971-10-29,F,5,MEMORIAL,TCE,ADELAIDE RIVER,NT,0846,AUS,70203105704,70003790000,131.10689577,-13.2390319,0491570156,0755508464,0770100219,ninabc.hollandqr@his4ehr.com,58620588251,,,168,73.7,79,156,M,4,
500276,305942,,,,KIRKWOODVW,ANDREWQR,1967-10-30,M,30,BATTEN,RD,MARRARA,NT,0812,AUS,70102102208,70009640000,130.9144474,-12.40612763,0491570156,0755500286,0770104295,andrewqr.kirkwoodvw@his4ehr.com,54250298742,,,177,123.1,125,149,M,4,
500277,305964,,,,JAMASJIHI,MARYCD,1950-11-03,F,64,CRAWFORD,ST,KATHERINE EAST,NT,0850,AUS,70205106710,70018830000,132.28939836,-14.47804742,0491570110,0755508209,0770101581,marycd.jamasjihi@his4ehr.com,58304272754,,,157,64.2,68,87,S,4,
500278,305985,,,,TRIPODIBC,JACKWX,1974-10-28,M,10840,STUART,HWY,PINE CREEK,NT,0847,AUS,70203105803,70028120000,131.81235006,-13.81353857,0491570156,0755506436,0770101347,jackwx.tripodibc@his4ehr.com,57703976821,,,187,107.4,114,128,M,4,
500279,306006,,,,SZAKALYTU,ROBERTYZ,1972-10-28,M,21,SUNSET,DR,COCONUT GROVE,NT,0810,AUS,70102101602,70016429900,130.84966572,-12.39071981,0491570158,0755504367,0770107666,robertyz.szakalytu@his4ehr.com,57121337523,,,180,87.5,89,103,M,1,
500280,306027,,,,PEARCEYZ,REBECCACD,1968-10-29,F,21,STACEY,RD,KATHERINE EAST,NT,0850,AUS,70205106727,70037490000,132.29931161,-14.46927108,0491570110,0755505455,0770107615,rebeccacd.pearceyz@his4ehr.com,52413702031,,,166,74.8,79,99,S,4,
500281,306049,,,,CASHIONJK,CAROLFG,1966-10-30,F,92,DANIEL,CCT,HERBERT,NT,0836,AUS,70103103216,70021510000,131.15127769,-12.53403712,0491570110,0755505275,0770105256,carolfg.cashionjk@his4ehr.com,51688547673,SIV11449A,WHT,160,47.9,49,65,M,4,
500282,306070,,,,COSKUNIRMAKYZ,DARLENEWX,1955-11-02,F,13935,CARPENTARIA,HWY,ARNOLD,NT,0852,AUS,70205106605,70037330000,134.64364044,-16.30010465,0491570156,0755501178,0770109948,darlenewx.coskunirmakyz@his4ehr.com,57845217945,,,158,71.4,75,122,M,4,
500283,306091,,,,WILLIAMSPQ,CHRISXY,1970-10-29,M,104,MOREY,RD,COSSACK,NT,0850,AUS,70205106711,70018680000,132.21662466,-14.44060328,0491570110,0755502533,0770101292,chrisxy.williamspq@his4ehr.com,53838485831,,,176,74.1,74,92,M,4,
500284,306113,,,,YOUNGPQ,HEIDINO,1974-10-28,F,50,STAUNTON,ST,TENNANT CREEK,NT,0860,AUS,70202105614,70032126000,134.19732328,-19.65425845,0491570156,0755505447,0770103476,heidino.youngpq@his4ehr.com,52755286644,,,169,77.2,83,123,M,4,
500285,306135,,,,TSALAZIDISJK,LINDAVW,1975-10-28,F,44,REUBEN,AV,BERRIMAH,NT,0828,AUS,70102101208,70014300000,130.93199282,-12.44148843,0491570158,0755509603,0770104985,lindavw.tsalazidisjk@his4ehr.com,54987753271,,,153,60.5,59,77,M,4,
500286,306157,,,,HUTCHISONLM,ARLENERS,1965-10-30,F,79,RAPID CREEK,RD,RAPID CREEK,NT,0810,AUS,70102102610,70011720000,130.86345342,-12.38306293,0491570158,0755500132,0770106638,arleners.hutchisonlm@his4ehr.com,55070260113,,,171,76.2,84,154,M,4,
